Layer,Name,GEOID,Longitude,Latitude,VRLE_2020,VRLE_2019,VRLE_2018,VRLE_2017,VRLE_2016,VRLE_2015,VRLE_2014,POP_2016-2020,POP_2015-2019,POP_2014-2018,POP_2013-2017,POP_2012-2016,POP_2011-2015,POP_2010-2014,POP-M_2016-2020,POP-F_2016-2020,POP-W_2016-2020,POP-W_2015-2019,POP-W_2014-2018,POP-W_2013-2017,POP-W_2012-2016,POP-W_2011-2015,POP-B_2016-2020,POP-B_2015-2019,POP-B_2014-2018,POP-B_2013-2017,POP-B_2012-2016,POP-B_2011-2015,POP-A_2016-2020,POP-A_2015-2019,POP-A_2014-2018,POP-A_2013-2017,POP-A_2012-2016,POP-A_2011-2015,POP-H_2016-2020,POP-H_2015-2019,POP-H_2014-2018,POP-H_2013-2017,POP-H_2012-2016,POP-H_2011-2015,POP-P_2016-2020,POP-P_2015-2019,POP-Q_2016-2020,POP-Q_2015-2019
Community area,Belmont Cragin,19,-87.765502,41.927275,75.42125072,79.23614079,79.94237057,79.7362,79.6976,80.6,81.3,78828.95679,78649.24767,80741.1646,79996.03319,78199.18228,79250.6307,79116.53167,39215.94211,39613.01468,11274.65264,10426.04723,10420.71429,10775.67475,10890.77753,11313.19313,1990.540854,2726.635778,2555.394876,2620.223639,2581.32978,2918.620198,1733.622301,1615.996397,1576.297867,1662.540419,1392.028955,1219.46986,62915.51761,63789.79944,66123.34462,64776.61136,62944.30218,63343.37995,8.074901824,38.06644591,640.5515711,586.9225487
Community area,West Ridge,2,-87.695017,42.001583,78.06421822,80.42957233,80.05339396,79.8056,79.205,79.1,80,78771.69893,78444.20231,77194.7566,76199.37068,73710.15622,72200.56719,73004.57056,39094.06448,39677.63445,33131.15647,31831.86259,32195.10443,32167.07809,31803.54257,31975.44992,9164.742474,9231.297413,10394.45085,9270.477204,8986.34101,8374.807582,16565.58361,18772.18709,17032.35874,17340.77434,16753.62422,16983.65347,15507.57022,14823.14338,14168.23261,14245.36997,13356.47427,12663.18491,304.0102904,211.0182375,3858.663996,3646.146115
Community area,Hermosa,20,-87.734741,41.924353,75.82151322,79.5034397,78.7599166,79.612,80.7907,81.2,81.6,23226.58224,23534.166,23543.64791,24202.82175,24508.23951,25548.26318,24900.35489,11835.98078,11390.60146,2298.565032,2519.374239,2371.62778,2208.986564,1904.349989,1883.959438,1048.374968,1360.270842,1172.647975,1062.367284,771.416385,612.228438,543.3680564,578.730015,555.006467,499.982047,437.677513,408.303416,19166.95527,19406.32669,19662.51074,20517.25995,21368.3499,22540.46222,3.998905314,15.99433474,161.3056653,120.4338937
Community area,Avondale,21,-87.711219,41.938673,80.50578403,82.16059448,81.73388088,81.0704,80.4677,80.6,79.7,37347.36079,38127.17523,37918.91455,37378.68837,38201.62764,39730.65856,39125.28822,18364.70779,18982.65301,13297.68962,13239.0205,13179.67163,12848.53508,11905.49774,12333.60723,805.293994,982.094478,928.308979,922.85672,938.303187,970.952202,1681.913993,1624.026492,1437.310184,1547.593837,1361.140564,1299.046972,20137.26648,21473.70782,21656.07796,21494.14684,23369.25568,24564.67588,35.00395182,15.00154392,1219.266119,810.923727
Community area,Logan Square,22,-87.699149,41.922768,78.10089035,81.30354492,81.78828538,81.1209,80.3362,80.2,80.1,71492.01653,72410.23576,72820.16326,73056.09285,73739.3763,73641.93365,73131.82465,35522.94613,35969.0704,36865.63633,36232.99577,34897.42615,33486.01088,32648.57222,32094.8773,3233.086233,3494.674164,4183.884405,4268.424996,4086.094681,4072.653482,3029.769442,2920.260726,2595.367403,2548.336882,2392.807049,2193.950032,26024.5834,28415.60377,30280.7646,31878.59257,33813.48736,34610.5954,14.00083053,23.99814788,2287.884154,1934.383771
Community area,Humboldt Park,23,-87.720917,41.90008,71.18941018,73.68327912,73.70271262,74.6697,74.694,75.6,76.3,54032.27428,55049.31958,55842.0467,56107.45544,55934.00197,54701.8595,54200.16965,25696.7625,28335.51179,4877.223336,4261.123591,4007.505176,3480.128635,3258.180916,2958.027535,17901.04529,18275.68194,18960.57814,20126.04796,21198.7346,22983.82314,316.147911,392.897988,482.089259,391.300602,311.226456,275.717008,29926.19629,32103.37462,31871.25576,31484.54829,30670.09511,28450.90156,65.87781713,86.71759323,742.1732783,461.53725
Community area,West Town,24,-87.676358,41.901216,79.33009096,81.07015096,80.5592539,79.9984,80.636,80.2,79.5,84557.40213,84714.80834,84253.74066,84591.15014,85415.81329,86578.27667,85335.27693,42792.77345,41764.62868,53470.23606,53903.29251,52835.64018,51623.00182,50486.75772,50628.35729,5279.333852,6244.417496,6394.675859,6272.989224,7127.278744,7042.794382,4663.212536,4375.234653,4250.953434,3885.091781,3523.561267,3581.896078,17690.26028,18644.2702,19046.56527,21158.37392,22549.97645,23325.15057,0.091992059,31.08279285,3124.23064,2019.124371
Community area,Austin,25,-87.763117,41.894113,68.69251749,71.01246642,70.66226144,70.1267,70.7371,72.2,73.5,95279.32438,93940.66633,94982.42342,95472.01314,97816.01354,97850.87396,99911.65767,44456.41987,50822.90451,5038.869851,5298.761702,4572.451693,4412.220544,4414.518067,4360.33446,71981.54091,73407.5784,75488.32614,77460.26522,80327.40342,81689.21135,355.6988055,467.562227,524.76946,483.381922,474.709857,466.572227,16368.6795,14291.52832,13794.42029,12559.44412,12416.71683,11272.50239,99.31395011,64.41322061,1203.63923,720.0899146
Community area,West Garfield Park,26,-87.730233,41.878602,67.52435885,69.05180762,68.11950978,68.4772,69.5275,70.5,70.8,16479.72027,16414.88891,16943.82165,17158.37298,17494.11598,17737.3259,18888.17386,8366.968402,8112.751864,455.8035777,406.818307,357.622461,384.083032,277.663406,315.27093,15226.42055,15304.68316,15914.24666,16226.92567,16718.45725,16982.42893,3.043079278,0.118413,55.064188,44.019973,33.020795,61.020846,576.6707286,489.974149,451.527272,360.501642,366.818707,356.484855,16.90773235,12.92944239,200.7877835,212.7643503
Community area,East Garfield Park,27,-87.705892,41.878923,66.07241274,67.72510963,67.92824583,67.6843,68.7291,70.1,71.7,18084.33555,18950.7186,19741.44305,20011.54475,20236.51119,20667.06769,20274.81076,7896.309153,10188.0264,1073.195641,1127.341547,1171.01967,1118.195894,1073.765004,874.997147,15341.35588,16831.27663,17384.31629,17814.05173,18243.15926,18921.08151,159.828713,119.984368,126.120674,146.089117,81.536423,58.284597,871.727976,544.664537,709.088564,723.303542,716.669079,732.600461,9.757835565,8.782052008,571.4710201,395.9178645
Community area,Near West Side,28,-87.663513,41.874016,74.86371761,75.96370765,76.00864061,76.3446,78.3829,78.5,78.4,62766.15678,63280.09464,62849.54812,62996.70569,62685.38813,61902.80923,59030.0003,30605.24347,32160.91331,27319.78051,27327.83362,25983.61948,26158.1281,26103.80568,25911.59527,15210.10431,17076.75846,17762.41292,18458.5977,18891.86377,19285.41864,11605.9934,11285.59753,11676.40198,10789.19782,10318.61489,9667.776615,6353.410082,5917.860322,5974.004208,6334.54914,6201.534937,6292.297401,24.5610221,28.57086596,1993.809491,1673.721042
Community area,North Lawndale,29,-87.717218,41.860197,67.28893106,69.14198732,67.88485659,68.0885,69.9699,71.7,71.8,31334.25254,32086.48004,33869.15659,35958.68428,35437.38429,35295.40915,35638.34347,13999.31173,17334.94082,1496.561446,1159.862652,1020.000226,968.990779,798.558113,812.300329,25858.34809,27738.59212,29991.5683,31607.91139,31394.42877,31669.71642,71.19013003,63.465642,67.087381,83.672038,90.027772,105.626678,3551.387103,2997.928075,3024.31614,3176.381482,2937.645491,2519.33636,0.07235174,85.12934146,199.4741487,153.2886469
Community area,Uptown,3,-87.655899,41.965822,75.32121326,76.00564455,75.97679257,76.1421,76.1365,76.6,76.9,54218.97037,53663.31725,53226.52407,52550.05492,50931.36239,49755.23157,48729.28675,27502.87835,26716.09202,28720.89724,29084.34929,28754.57916,28659.97745,27733.89713,27734.30913,10105.23512,9790.090099,9569.649733,9615.462991,10008.45813,10347.09737,5203.604678,5390.048394,4968.738838,4977.316998,4959.093388,4102.723488,8357.79044,8068.655742,8359.113196,7799.485713,6968.721736,5865.326311,241.8994503,229.7680189,1546.412075,1329.781526
Community area,South Lawndale,30,-87.714,41.839091,74.93388249,78.92705826,79.41368811,80.4736,80.6611,80.7,81.4,70139.35433,72091.38308,74861.50611,74781.49859,73926.961,73793.00167,72847.13098,40409.76593,29729.5884,3878.190089,3111.502753,3058.014436,2854.90625,2542.539143,2262.359867,8976.478113,9377.366471,9513.901585,9391.268751,8927.928342,8189.582103,270.1294238,105.664232,122.798185,151.580343,207.949512,186.55283,56773.25685,59900.69627,62360.38945,62539.02723,62158.89703,62975.13165,19.20620349,14.21656054,209.9379959,153.5287239
Community area,Lower West Side,31,-87.66757,41.850277,78.49617306,80.94894457,80.36008176,80.2423,81.1149,82,81.8,32642.46647,33050.02182,32628.26572,32713.49154,32820.14511,34213.66126,34770.85847,16516.56507,16125.9014,7283.109038,6919.660968,5880.301328,5253.910033,4944.908476,4611.00215,1021.479383,1274.939715,1240.205996,1351.521911,1446.549922,1226.64839,1571.917303,1372.093832,1128.930174,845.406258,757.009065,642.680597,22174.52706,23155.94034,24097.56646,24923.6685,25489.62096,27455.66076,12.53818086,67.43462417,561.2246368,398.0558985
Community area,Loop,32,-87.625194,41.878881,80.10008294,81.24638184,81.94713272,81.625,82.0031,81.6,82.5,36590.69468,35958.49753,34990.44798,33303.92705,32491.57731,30866.54738,28385.05926,18378.4783,18212.21638,21419.60012,22438.99368,21905.64077,20838.21319,20337.79885,18914.18813,2469.806764,2710.815096,2977.238073,3486.268957,3485.948247,3570.380047,7978.475107,6626.082046,6251.251623,5854.046811,5795.741825,5431.465668,3477.496863,3095.14676,2902.668796,2305.917138,1978.580752,2065.514278,249.3347322,50.62902495,922.0867063,701.0165385
Community area,Near South Side,33,-87.620344,41.857196,77.25195269,79.44356352,80.81955992,80.0532,79.3736,78.8,78.9,24506.38114,19810.00614,19484.53868,18986.56269,18635.56401,18052.28228,17765.41855,10905.0972,13601.28394,12594.46986,10477.85199,9225.250832,8869.727626,8331.565088,8352.438734,5793.004992,4957.674725,5001.809985,4666.133211,4557.858268,4468.113845,4440.716253,2841.208423,4008.021023,4103.754645,4340.816807,3594.053876,1008.996839,1070.101672,774.882649,968.965935,974.248311,1093.098311,0.06560337,0.06204909,632.4915794,119.1332347
Community area,Armour Square,34,-87.633976,41.842083,80.02480878,80.73341299,80.90039328,80.4189,80.5668,80.1,80.8,13395.54933,13585.42411,13768.80798,13447.80008,13679.62923,14047.22942,13885.14183,6160.572276,7234.977055,1892.556088,1912.94514,1716.789086,1750.311331,1621.771576,1568.048266,1156.558627,1133.465735,1387.959391,1215.268928,1245.003317,1342.567439,9469.501176,9874.500433,9988.65378,9795.22821,10251.07213,10274.53518,762.577387,611.177546,607.430325,550.249221,433.656945,450.131294,0,7.999381723,90.36070801,45.79163566
Community area,Douglas,35,-87.61868,41.835122,71.31296602,72.07632994,72.63753356,74.0149,73.9971,74,73.8,18822.84138,18763.46336,18569.04198,18059.66315,17889.66297,17595.3616,16719.4902,8599.496648,10223.34473,2143.185403,2256.237785,2258.753485,2147.247372,2198.06047,2022.19878,12486.5582,12853.54379,12878.40963,13003.17068,12765.21247,12640.98447,2305.200186,2380.105793,2311.748195,2013.395331,1986.238474,2169.585203,1095.82965,691.941889,676.702007,605.91412,609.23275,455.120024,8.442766568,11.60607465,528.8365417,492.173478
Community area,Oakland,36,-87.603217,41.823754,67.17767225,66.8346091,68.19772011,70.0112,70.0592,70.3,71.1,4281.883638,4425.440249,4232.054738,4179.917938,4099.766763,4039.685422,4105.357132,1881.514498,2400.36914,165.6256476,110.00835,81.616217,91.922373,64.113928,72.732614,3730.06121,4063.882087,3959.751817,3806.086302,3847.642466,3818.956963,100.2798494,61.321235,47.891001,102.335875,88.39824,71.431295,233.841412,187.082932,152.115995,184.701058,121.222546,105.49718,1.743465568,0.082840605,38.72291367,22.95212811
Community area,Fuller Park,37,-87.632427,41.809082,65.49979011,66.2994096,64.57134646,65.8205,66.8585,66.3,68.4,2214.741652,2396.551147,2382.072325,2421.150666,2447.540965,2526.593704,2609.215675,1075.235231,1139.506421,111.5929284,89.669949,87.13603,80.951212,129.684696,87.750872,1917.595008,2155.263594,2127.667921,2165.55469,2165.985593,2262.896982,3.6147481,2.827413,3.030567,3.724601,3.523578,2.04252,146.9950074,137.619965,160.46255,168.324346,145.467658,171.520414,0.004437858,1.498390983,34.93952191,9.910771497
Community area,Grand Boulevard,38,-87.61786,41.812947,70.75350231,73.8870092,73.20366722,72.7974,72.9405,73.4,73.1,23665.60669,22636.70095,23193.43983,22898.81088,22628.01738,22744.60603,22526.03102,9649.095162,14016.51153,975.6182594,815.60578,614.837209,602.787444,570.000185,718.790599,21196.91192,20751.20382,21609.51298,21169.1005,21114.20375,20725.09398,189.954203,168.929057,159.945539,87.951654,88.968452,126.919082,771.1997963,512.991611,403.244253,387.319996,373.230148,574.156336,29.96037868,65.96557546,450.9947558,435.9006292
Community area,Kenwood,39,-87.596186,41.808918,77.49532508,80.503191,79.97172749,77.2299,78.5048,80.4,80,14117.57035,14201.38874,13558.77,13502.26187,13382.82076,13680.2593,14124.43889,6485.297575,7632.272771,2935.692274,2741.254214,2603.203667,2369.118499,2334.703731,2258.543611,9505.461616,9770.599235,9353.917029,9634.074639,9577.626146,9836.088344,675.0485501,785.03271,812.069765,856.842468,785.996876,799.298771,359.640451,393.794134,371.463348,296.223543,370.850855,454.949246,33.00761043,30.29471644,581.5483921,537.0774259
Community area,Lincoln Square,4,-87.687513,41.975182,78.89842567,81.53719692,80.11456771,79.8616,81.7223,81.3,80.5,41269.89221,42033.84187,41642.09384,41641.07177,41405.23052,40681.95769,39472.44399,19696.38579,21573.50642,26534.59433,27105.26184,26838.78047,26726.67027,26496.25442,26345.78622,1232.995024,1582.086653,1609.37753,1687.906639,1484.576902,1525.936754,3758.093725,3889.473239,4003.615978,4821.085163,4661.418371,4523.323421,7364.773267,7608.817757,7720.125661,6972.005058,7275.874257,7176.344911,15.99912038,16.00603682,2285.434954,1920.898373
Community area,Washington Park,40,-87.617936,41.792356,68.98598756,70.37679428,69.76813083,69.5243,68.458,69.4,71.3,10428.89609,10969.04305,11354.93483,11502.33307,11869.15223,12082.03607,11648.31768,4638.976254,5789.919835,191.3908756,121.047517,123.124441,85.185044,48.332543,48.288376,9560.277837,10202.24525,10436.09755,10801.36928,11334.10266,11661.8781,0.143104246,0.014421,20.995457,14.003634,14.010143,9.011937,233.4109892,263.164084,243.289533,278.131183,215.988424,158.054679,9.001516565,10.00212319,353.8130628,356.8108833
Community area,Hyde Park,41,-87.592305,41.794088,81.97161409,82.67397973,83.08731332,82.9254,81.8709,81.1,80.8,22672.14453,22487.8871,22609.52191,22193.25788,22102.48356,22373.76842,22095.10103,10652.08504,12020.0595,10765.52201,10966.28093,10914.94015,10484.0984,10645.47269,10608.42055,5188.508956,5721.923445,5909.08215,5907.586107,6173.184301,6595.409281,3498.139227,3301.513407,2947.489522,3212.719062,2900.317244,2907.933069,1754.913209,1610.161836,1853.839884,1720.120805,1598.697645,1427.253356,14.59995608,63.2103872,1224.699758,948.1476741
Community area,Woodlawn,42,-87.594924,41.778877,74.74348578,75.28139572,74.88533713,74.7261,75.221,75.7,76,23055.35713,22922.63445,23140.92948,23407.48018,24062.78959,24533.4889,23581.91115,10328.64892,12726.70821,1887.10899,1857.305142,1888.456716,2076.490944,1990.218711,1854.106032,18948.96132,19048.36329,19302.74902,19495.33353,20316.87927,21002.89019,775.3498875,856.795113,896.094177,803.801752,759.847669,818.576683,693.493872,812.231272,779.779878,732.455287,730.391143,631.267138,45.18426463,51.80108581,661.8705615,466.9749617
Community area,South Shore,43,-87.57279,41.761583,69.09588008,71.86893208,70.73129601,71.1259,71.5166,71.2,71.4,43430.0866,43755.22352,43021.50958,42388.70521,42483.18086,43158.84384,42818.39282,19139.91364,24290.17296,1094.148065,870.045789,952.179068,1055.808334,966.695415,801.922394,40508.0566,41388.92688,40623.87318,40308.62607,40186.71885,40705.84084,95.81269423,83.66776,64.980812,115.062733,120.806837,104.512986,1180.350008,1138.299421,1027.579389,462.232222,707.928964,651.029539,67.75778136,70.63076751,465.9164728,398.2076723
Community area,Chatham,44,-87.615965,41.740206,70.66873789,72.0586293,72.37972999,73.7709,73.5322,72.5,73.3,31490.2176,31122.17415,30810.32836,31237.6856,31108.31605,31519.65592,31663.78633,13659.09419,17831.12341,269.7129107,585.861765,601.781005,509.982856,459.535662,389.19854,30373.26417,29861.2511,29584.61094,30090.38181,30071.56751,30588.36419,79.33449569,125.556999,183.694512,111.969544,93.542546,110.530895,271.9666507,262.972726,387.809633,387.024537,312.923982,288.891433,0,11.99595479,493.5556347,359.9173243
Community area,Avalon Park,45,-87.586347,41.744197,71.50786238,74.62197903,73.37941529,72.6333,75.097,75.1,73.4,9496.930838,9589.463276,9660.057472,9900.021093,9712.826578,9686.492551,9964.572381,4152.099693,5344.831145,79.79664302,92.510315,61.406552,60.16037,36.580123,52.033281,8996.954819,9269.739148,9305.889561,9636.158974,9507.735059,9458.995115,125.7529122,68.20317,77.94648,37.024578,18.512289,57.485529,0.602348366,9.4225,54.173799,64.917934,66.758811,60.776388,0,0,201.2240713,129.2892971
Community area,South Chicago,46,-87.551435,41.741243,70.97902764,71.69052552,73.01633002,73.3726,72.4902,73.7,73.7,28675.66003,28332.44889,27463.28287,26832.25158,26077.15476,26380.07143,26895.50902,12979.70053,15695.95949,819.1995137,817.585583,632.490419,766.397281,642.092,730.162136,21557.18427,21741.57936,21078.51715,20560.53049,19997.05292,19844.91632,96.98952445,80.942446,81.860338,15.02278,16.021253,110.01112,5963.893748,5707.300024,5704.652427,5554.629281,5453.307185,5722.153972,29.87002691,37.80181194,178.635345,39.19175599
Community area,Burnside,47,-87.59647,41.728181,71.68434936,72.64452209,70.24801757,68.9951,70.4722,70.2,74.1,2169.354809,1996.719897,2323.971864,2242.710061,2429.676405,2587.231719,2604.224191,1078.289302,1091.065507,54.67420225,10.007612,10.003205,9.983049,10.946079,0.044337,1928.825201,1922.117703,2253.366249,2185.989828,2406.663772,2586.96374,0.013879658,0.01374,0.037885,0.029547,0.021607,0.020299,154.9920723,38.839412,36.801265,32.854632,0.21807,0.315076,0.024630759,0.030788449,30.82381241,25.81331368
Community area,Calumet Heights,48,-87.57272,41.729673,70.88828773,74.76568444,73.53857853,73.605,74.4935,74.6,76.2,12340.41396,12798.74046,12940.39552,13171.75266,13289.91705,13716.07638,13384.58335,5212.317724,7128.096239,108.1028833,142.777606,171.75875,218.731384,160.80901,307.55598,11529.79854,12126.89544,12304.39377,12495.82407,12652.99573,12905.47834,17.01622362,8.981379,14.956267,12.964033,11.966102,4.980585,543.4560348,476.122307,457.212669,456.166567,464.037435,442.028144,22.95760306,28.94672852,89.07318459,84.08598949
Community area,Roseland,49,-87.623366,41.706588,69.954365,71.46844891,70.59815966,70.7762,72.2114,73.3,72.9,39749.55814,39252.9895,41199.29326,42527.58309,42417.72318,42593.11377,44356.41546,18922.3601,20827.19804,608.9085056,557.887743,490.855793,456.837022,417.847263,558.559946,37886.9396,37606.30775,39736.32241,41198.36934,41043.20345,41115.71966,106.5948261,164.945709,149.03148,125.800443,168.784404,184.746615,521.9297824,460.570075,534.922106,549.703244,397.909083,452.091627,16.99960629,28.00359759,445.1272648,384.0082339
Community area,North Center,5,-87.683839,41.947811,80.8629174,82.97156989,81.30026136,81.5534,82.1327,81.6,81.4,36180.71259,35603.0292,35767.84226,35853.0851,35006.62503,34689.0367,34877.43823,17744.9921,18435.72049,27023.10108,27649.58538,27705.55128,27589.97794,27018.32217,26346.43881,924.2672461,788.023573,627.847807,689.678995,746.92874,703.862546,2195.289841,1771.234606,1797.024997,1817.625765,1590.401544,1520.856846,4337.632966,4099.634376,4105.026844,4222.619712,4408.862891,5016.47115,39.9957061,48.98849186,1545.340051,1229.022227
Community area,Pullman,50,-87.598252,41.706131,70.25488609,73.14931057,72.8216914,71.5316,71.849,72.8,74.1,7175.853527,6881.377037,6859.982594,6659.361888,6670.606608,6553.859864,7021.821534,2881.495636,4294.357891,857.0450457,681.137138,674.189454,679.186324,632.365862,463.820206,5774.306588,5611.563622,5760.8183,5616.924685,5586.557701,5479.488836,4.999532593,8.987266,4.995626,9.983812,42.965035,33.960986,309.7208344,380.180516,305.264475,310.380209,338.235387,553.671442,0.000392388,0.000438551,181.7987736,211.7633693
Community area,South Deering,51,-87.570058,41.690639,70.09695057,73.97456952,74.30671578,74.3551,74.7152,74.1,74.2,15151.36062,15488.0447,14720.42087,14632.67342,14648.61006,15317.19143,15579.11576,6587.080723,8564.279898,775.1069502,610.337557,714.070231,626.283387,809.584202,621.691316,9606.42869,10128.92673,9390.10694,9410.884845,9659.810819,10115.53849,0.181143859,0.364945,1.281825,1.324988,1.336488,8.164716,4714.38299,4793.837336,4623.013299,4625.320809,4170.559364,4607.549697,0.017766098,0.02248293,55.24157382,44.31891333
