Layer,Name,GEOID,Longitude,Latitude,TRF_2020,TRF_2019,TRF_2018,TRF_2017,TRF_2016,VAC_2016-2020,VAC_2015-2019,VAC_2014-2018,VAC_2013-2017,VAC_2012-2016,VAC_2011-2015,VAC_2010-2014
Community area,Armour Square,34,-87.63397600,41.84208300,10021.2082074557,10134.759564254,8005.29569291206,7959.76332231025,8116.19878701642,6.6476306919498,6.74667123075138,6.05243309086358,8.59793713657089,8.9819442439589,8.42850333396844,8.33201643008203
Community area,Douglas,35,-87.61868000,41.83512200,1409.57591921999,1398.60494079057,1040.6945507609,1040.46618006732,1033.64875699003,9.49850665702141,10.0523499414195,11.4323141416489,10.458767803398,9.70752365269457,11.800730543929,13.263592841887
Community area,Oakland,36,-87.60321700,41.82375400,2187.42000708787,2142.78511398308,1578.42856904067,1539.15320704066,1470.14083218155,7.65235829282133,6.0557423743821,7.42097417086748,8.10258698245003,8.42664846791528,10.8316734814589,11.0091375291981
Community area,Fuller Park,37,-87.63242700,41.80908200,12519.2038518641,12426.8691625235,9826.2708957454,9600.16176660919,9450.9526962578,26.3849881249048,26.0658637262618,29.2077456661997,30.1767553984731,29.1564762368557,30.2273652489952,29.3109205720819
Community area,Grand Boulevard,38,-87.61786000,41.81294700,619.207858606121,620.588704746431,422.704496559186,424.782597173923,421.507450649909,10.9034304027301,13.3727808516655,14.6848514626171,16.298550818266,17.679226727585,19.2111043827037,18.0884147889792
Community area,Kenwood,39,-87.59618600,41.80891800,1493.64931934343,1505.5606730369,885.167423395908,876.779589861105,872.169142824077,11.0097891007288,9.86003309905159,11.2603409763901,10.7755968968986,11.1541933574066,13.0514568684142,13.6118752851979
Community area,Lincoln Square,4,-87.68751300,41.97518200,381.292721818742,379.070558152381,198.91559595827,198.306054814906,196.262635588779,6.70398770586666,8.01542480494898,8.28282418333664,8.11393448019658,7.34606795776992,7.93155751293761,10.6019256941007
Community area,Washington Park,40,-87.61793600,41.79235600,811.282765402462,822.94069424682,568.480819626979,562.591137019466,507.986954857384,18.1842306841032,19.5174610810994,19.4068731380555,22.4687999154374,23.2001767714119,25.2591641507334,26.2604808306391
Community area,Hyde Park,41,-87.59230500,41.79408800,888.480479024884,906.413211833639,674.618671603352,690.728721943622,678.32513638655,9.17064181296336,10.6712406774273,10.3797919694126,12.6078998981024,14.3143220566499,20.02973921405,22.1369680209556
Community area,Woodlawn,42,-87.59492400,41.77887700,411.452469386972,411.436720903471,271.747809224662,262.29364407819,242.134905435264,20.0871372533617,18.7286990519296,18.9393003711395,20.1453701717345,20.6154868623216,20.6187292250944,21.3984968338318
Community area,South Shore,43,-87.57279000,41.76158300,382.841511406759,395.28398566786,292.984875461227,301.988250038009,309.451760792609,20.9776858613946,20.5399501142593,21.6460950982187,22.6506793177384,21.8901533548227,21.7623225932934,22.0067073953629
Community area,Chatham,44,-87.61596500,41.74020600,2211.87752204891,2281.65291535121,1787.30961761731,1823.4324268415,1803.5590437789,14.733651648822,15.7865251077583,16.3705069787157,16.0457927160977,15.5733740766647,14.626575868454,14.7747420728119
Community area,Avalon Park,45,-87.58634700,41.74419700,897.726071718041,875.200637336281,1083.92088574762,1085.50466384337,1175.13514576237,14.4643965434328,12.540013888412,14.0376483021392,14.9595928460517,13.7832030757052,14.2144569400675,13.2985283558194
Community area,South Chicago,46,-87.55143500,41.74124300,205.587072468117,204.756508777724,181.082335043905,180.50033176577,183.34082073063,22.8795343852982,25.0636134159167,28.2214112949076,28.7733371898644,28.9345633999274,27.5783760290121,27.8805086697275
Community area,Burnside,47,-87.59647000,41.72818100,75.1830449808019,75.1630552221671,89.1527747824609,88.0884959058504,88.5160672532755,23.7281124207874,28.5325305877013,20.984774218325,26.5981067975377,28.9663134930062,30.4639419031183,28.0192716560487
Community area,Calumet Heights,48,-87.57272000,41.72967300,679.212567680845,680.400618720231,814.017253107338,793.383182067736,811.204734550105,12.9751151232112,12.864023001948,13.2622899130988,12.5216324744056,11.6976294167936,10.6122063133483,11.2431901507799
Community area,Roseland,49,-87.62336600,41.70658800,1630.24783296546,1658.01419175584,1543.47810238028,1529.55764142868,1548.68431670157,20.4442959821375,20.2827617314254,19.8306269157882,18.9737653569711,18.2150781820204,18.409767273065,16.6371560057507
Community area,North Center,5,-87.68383900,41.94781100,819.683043033164,821.464548148252,733.670798327396,738.650172598123,730.812891809332,9.76066859721711,9.58154855042306,9.95714988683542,9.2575872163719,9.11621645228148,9.41004404347117,9.35076354485778
Community area,Pullman,50,-87.59825200,41.70613100,1550.74504211102,1638.76920781564,1263.35900094596,1259.9111260485,1198.20804205444,9.70223368576644,10.8351025490848,11.1694803504768,9.71015106589285,13.1500625548752,14.8665752575528,14.1375065792305
Community area,South Deering,51,-87.57005800,41.69063900,429.793272709646,426.208117278641,294.913586362986,283.332437481619,287.324514845189,12.4892647186452,12.8350139371702,12.6554024944659,14.2495078255472,13.6141709248268,12.3355827456231,17.4804230172374
Community area,East Side,52,-87.53490700,41.70730600,805.224253186012,811.631484879223,789.160834359718,800.838134807337,793.601368842289,10.3014076354615,15.1526590639054,17.185966884531,15.2987052114275,13.3141762179094,13.9537805610342,15.2515756243682
Community area,West Pullman,53,-87.63574500,41.67382000,578.50927889214,581.90755160501,455.871708399016,403.51620923072,383.611176840981,18.9001351396829,17.5889799070739,18.8855213157382,17.2085800782541,17.0257713342012,18.2966815014357,18.0344564989372
Community area,Riverdale,54,-87.60284900,41.66013700,446.317494182646,455.744611159319,405.123448863779,420.601619850239,424.858952828478,13.6062498927932,16.6574019950214,20.043863309129,24.8695649924018,24.8939947641071,26.8740409040332,26.3191804249071
Community area,Hegewisch,55,-87.55680300,41.66818800,183.25614192985,193.440719244619,111.015332553323,108.91201197104,105.371522785616,12.3227900308708,10.8369178341509,11.731392102158,10.5851916940887,7.55227504916392,9.60328500201973,8.52677493757195
Community area,Garfield Ridge,56,-87.76424600,41.79618500,1275.35977693405,1273.38842434384,1090.39366460056,1124.58774099259,1106.72497661581,4.04543291072088,4.4160784570398,5.21462132498441,5.45948220661989,5.27812492753319,5.75862294533935,6.7468654405028
Community area,Archer Heights,57,-87.72636500,41.81087300,1178.52097707778,1180.75387893706,1059.26471209386,1065.62549255121,1071.88550297829,9.17004981542997,7.74504398691941,7.16426505614653,7.80127039418952,6.59262629831288,9.21492659849375,8.11877054855712
Community area,Brighton Park,58,-87.69885900,41.81736400,1058.90246224301,1074.16155463766,808.356897440632,824.12439442211,847.085335576471,9.13481133394547,10.4705913298462,10.8466476424965,11.0900268476993,11.8519300490515,13.9207465063747,14.4970923993856
Community area,McKinley Park,59,-87.67250000,41.82992700,1501.47709007692,1470.38250435576,1124.15904066982,1122.27260554195,1101.37170463109,6.37306263677759,5.72792098549842,5.86898835768624,6.73571441483182,7.41804880801456,8.05883514011309,8.64432495351656
Community area,Lake View,6,-87.65600100,41.94423600,1686.30235981866,1687.64555832934,1280.10159196137,1276.98714696139,1292.0252081028,7.78766992131871,7.79253084078734,8.47282325515353,8.46239914003347,8.4957719784897,8.87897654317913,8.68042554756294
Community area,Bridgeport,60,-87.64878400,41.83615100,2727.56579265197,2703.09028816108,2581.05598052901,2541.18002037375,2633.48093963464,6.40554581812602,6.69322394963635,7.42291308681838,7.64031298393699,8.95829255301397,9.89273898659644,11.6769472404306
Community area,New City,61,-87.65917100,41.80901700,346.344059285174,344.052457972975,129.656088905906,133.86868946258,131.3118892972,16.1109845923829,16.5129214042106,18.2859924678433,19.1824484691971,20.6397820905967,22.8187188111432,23.2576100177192
Community area,West Elsdon,62,-87.72421300,41.79297700,931.846705535395,938.242794143124,884.820711114698,899.97491161367,892.02222136758,6.12318243405114,6.01158749660965,5.7243089335005,5.63262269556269,4.70612731553776,5.69865130292065,5.93870031062749
Community area,Gage Park,63,-87.69643300,41.79542900,418.903461822268,416.460056689098,378.12854061671,381.460921389715,391.806527153275,8.95644777884921,9.50709405401512,9.64053204204025,10.6965218897828,9.5055562961542,9.29929692382981,10.2542670428506
Community area,Clearing,64,-87.76851700,41.77958200,502.713692096959,502.670031758288,408.81421393685,409.857866966932,407.146546984688,4.62497701238431,4.89148210946329,4.55153393020701,5.20628862055227,4.94809110568921,5.87307613742512,6.56811370023477
Community area,West Lawn,65,-87.72692700,41.76977400,498.344349486227,510.550472087936,424.348154069033,418.919170898156,417.997848842989,5.24297414000647,8.11549892942256,8.71328324685703,10.806891221129,10.1643479376017,9.69083364498739,9.27566274791246
Community area,Chicago Lawn,66,-87.69566700,41.77184900,380.663744843685,373.875870726235,226.4554766073,221.896878439247,227.433121865434,12.0826822872469,14.5166068955918,15.5795831016977,16.4832476059802,16.6748827953916,16.8896905338327,16.4172802935835
Community area,West Englewood,67,-87.66659800,41.77592600,236.640011436924,233.700779443566,95.6339174857172,94.8379096889251,93.9093217484114,24.7518542489943,25.1582825153866,25.7471073938717,24.420514040836,24.7464441783814,24.5417240425152,23.6780870797658
Community area,Englewood,68,-87.64250200,41.77720100,2687.41529283582,2743.59203845337,2361.05395129729,2324.27162816518,2361.31643608837,32.4631944221802,34.8586903980762,35.5291567286808,35.4618299800672,35.9746840949511,37.205757355589,35.9190642408975
Community area,Greater Grand Crossing,69,-87.61613900,41.76325100,2200.80173700904,2149.10991276944,2018.62477501261,2075.59001626193,2079.92126736367,21.1520703002728,21.2196630983534,21.0316874850731,21.0296875683636,21.3659272073704,22.3813451101775,22.0033887541591
Community area,Lincoln Park,7,-87.64949100,41.92269600,471.205277586424,476.778535152722,251.166533629859,256.031298720425,258.304737968918,8.47113737659991,8.8603925587278,8.54799286592724,8.49778747209318,8.47885467135924,8.55553329678112,9.31903270649122
Community area,Ashburn,70,-87.70836300,41.74575600,839.018104813504,832.220110452066,437.189462149052,439.228203167066,442.220148425122,4.02919635443731,4.60802521429313,4.74506685057429,4.83961010005907,4.92611358622428,5.58433424302104,5.81993014955375
Community area,Auburn Gresham,71,-87.65630500,41.74420300,508.141244024887,507.354863212907,297.223068903256,301.29866636508,292.185543574292,16.407707956143,16.951529997203,17.2473956585842,16.2483660193533,15.1265099899843,14.9239436269809,15.0478899644523
Community area,Beverly,72,-87.67507200,41.71314800,563.078175932226,577.623433620621,492.810574932517,502.696849390989,500.215207720701,6.21600560434984,6.19115116987845,5.59521800132335,4.34667751999181,4.8127562135676,5.47636371227295,5.61545822941936
Community area,Washington Heights,73,-87.64889700,41.71749500,1817.08516519012,1881.81326142974,1437.72722817004,1451.82061132711,1365.19446608428,12.1005016121645,11.0857191074618,9.87189040662023,8.33193539253849,8.75042827764754,9.2127998934204,10.5285576531431
Community area,Mount Greenwood,74,-87.71318900,41.69487600,194.094008557774,185.51855666978,17.5600464044728,17.680129032649,17.484097729483,5.02221314676147,5.50092537680844,4.56120977574572,6.21625227703504,6.93636239328171,7.23890832227685,7.51644784293602
Community area,Morgan Park,75,-87.66906200,41.68972900,1012.98151690307,996.109688469252,768.797587286071,749.185941150517,721.120725464978,8.64557835291671,10.2834612753944,10.511844006404,10.4376766650193,10.4621122272849,9.89671371095077,11.8474703810873
Community area,O'Hare,76,-87.89369900,41.97569600,1373.89301409226,1385.59423802664,1158.99412709406,1148.65618323944,1168.53424449948,4.8768737339092,5.10215095380747,4.84573436270608,6.58983926956147,6.98096506357601,5.68235944599892,6.38817103286181
Community area,Edgewater,77,-87.66341900,41.98671900,1456.2721856677,1452.66472618328,971.054758633239,979.808146812097,976.951148694857,8.77841611029538,9.1925208102439,10.2067637733923,10.1803962621802,10.20020184864,10.6093749547342,9.66441093926004
Community area,Near North Side,8,-87.63331800,41.89961100,3484.89213368664,3475.89251630357,2820.48384411194,2841.95201868247,2840.46229510412,14.7496904338101,13.5890301824373,13.9141772153258,13.1006454192086,12.4495927716579,13.5278999899642,13.8213163793817
Community area,Edison Park,9,-87.81378000,42.00762700,689.370902548915,719.35409857031,627.628715112416,642.171464446388,634.115421195003,6.80605812185889,5.7135062258635,6.31822716998022,6.51328064251772,8.08215993233853,8.47941695601299,8.71447858666654
